newspaper_name,city,state,state_full
Shelby Sun Times,Bartlett,Tenn.,Tennessee
Black Chronicle,Oklahoma City,Okla.,Oklahoma
Chicago's Northwest Side Press,Chicago,Ill.,Illinois
Bay State Banner,Boston,Mass.,Massachusetts
Capital City Weekly,Juneau,Alaska,Alaska
Rock Island Argus The,Rock Island,Ill.,Illinois
Argonaut The,Marina del Rey,Calif.,California
Atwater Signal,Merced,Calif.,California
Valley Banner,Elkton,Va.,Virginia
Rockford Register Star,Rockford,Ill.,Illinois
Orlando Weekly,Orlando,Fla.,Florida
South Shore News,Ruskin,Fla.,Florida
Suburban,Old Bridge,N.J.,New Jersey
Kingsport Times-News,Kingsport,Tenn.,Tennessee
Southtown Star,Tinley Park,Ill.,Illinois
Capital Press,Salem,Ore.,Oregon
Northeast Booster Reporter,Towson,Md.,Maryland
La Voz Bilingue,Denver,Colo.,Colorado
Alaska Dispatch News,Anchorage,Alaska,Alaska
Resident,Pawcatuck,Conn.,Connecticut
Sun News,Myrtle Beach,S.C.,South Carolina
Lake Worth Forum,Lake Worth,Fla.,Florida
Lake Worth Herald Press,Lake Worth,Fla.,Florida
Salem Evening News,Salem,Mass.,Massachusetts
South Chartlotte Weekly,Charlotte,N.C.,North Carolina
Reno Gazette-Journal,Reno,Nev.,Nevada
Metro Courier,Augusta,Ga.,Georgia
Northeast Mississippi Daily Journal,Tupelo,Miss.,Mississippi
Mechanicsville Local,Mechanicsville,Va.,Virginia
Southwest County Journal,Town and Country,Mo.,Missouri
Crave,Lawrence,Kan.,Kansas
Post-Crescent,Appleton,Wisc.,Wisconsin
Lakeshore Chronicle,Manitowoc,Wisc.,Wisconsin
Billings Gazette,Billings,Mont.,Montana
Tri-City Herald,Pasco,Wash.,Washington
News-Gazette,Champaign,Ill.,Illinois
Federal Way Mirror,Federal Way,Wash.,Washington
Federal Way News,Federal Way,Wash.,Washington
Tallahassee Democrat,Tallahassee,Fla.,Florida
Macomb Chronicle,Macomb,Mich.,Michigan
Reston/Herndon Connection,Reston,Va.,Virginia
Miami Today,Miami,Fla.,Florida
Express-Times,Easton,Pa.,Pennsylvania
Eagle-Tribune,Lawrence,Mass.,Massachusetts
Town Talk Newspapers,Holmes,Pa.,Pennsylvania
MidWeek,DeKalb,Ill.,Illinois
Idaho Mountain Express and Guide,Ketchum,Idaho,Idaho
Wheaton Gazette,Wheaton,Minn.,Minnesota
Lee's Summit Journal,Lee's Summit,Mo.,Missouri
Waco Tribune-Herald,Waco,Texas,Texas
Capital The,Annapolis,Md.,Maryland
Morton Times-News,Morton,Ill.,Illinois
Cape Cod Chronicle,Chatham,Mass.,Massachusetts
Pearland Reporter News,Pearland,Texas,Texas
Carlesbad Sun,San Marcos,Calif.,California
Madison County Advertiser,Richmond,Ky.,Kentucky
Cityview,Des Moines,Iowa,Iowa
Early Bird,Greenville,Ohio,Ohio
Illinois Times,Springfield,Ill.,Illinois
Moultrie News,Mt. Pleasant,S.C.,South Carolina
Seminole Beacon,Largo,Fla.,Florida
Revue & News,Alpharetta,Ga.,Georgia
Seminole Sentinel,Seminole,Texas,Texas
Messenger The,Fort Dodge,Iowa,Iowa
Ahwatukee Foothill News,Phoenix,Ariz.,Arizona
Reflector,Battle Ground,Wash.,Washington
Free Weekly,Fayetteville,Ark.,Arkansas
Alexandria Daily Town Talk,Alexandria,La.,Louisiana
Newton TAB,Newton,Mass.,Massachusetts
Chico Enterprise-Record,Chico,Calif.,California
West Bloomfield Beacon,West Bloomfield Township,Mich.,Michigan
Citizen's Voice The/ Sunday Voice,Wilkes-Barre,Pa.,Pennsylvania
Orange City News,Orange,Calif.,California
Mountain Xpress,Asheville,N.C.,North Carolina
Country Gazette,Franklin,Mass.,Massachusetts
Memorial Examiner,Houston,Texas,Texas
Reminder,Hastings,Mich.,Michigan
Dover Post,Dover,Del.,Delaware
Highlands Ranch Herald The,Highlands Ranch,Colo.,Colorado
Lansing City Community News,Lansing,Mich.,Michigan
News-Herald The,Willoughby,Ohio,Ohio
St Joseph News-Press,St Joseph,Mo.,Missouri
Columbian,Vancouver,Wash.,Washington
River East News Bulletin,Glastonbury,Conn.,Connecticut
Star Community Newsweekly,Trevose,Pa.,Pennsylvania
St Croix Valley Press,White Bear Lake,Minn.,Minnesota
Venice Gondolier Sun,Venice,Fla.,Florida
Speakin' Out Weekly,Huntsville,Ala.,Alabama
Independent News,Florissant,Mo.,Missouri
Journal-News,Hamilton,Ohio,Ohio
St Clair Shores Sentinel,St Clair Shores,Mich.,Michigan
Puyallup Herald,Puyallup,Wash.,Washington
Butler Eagle,Butler,Pa.,Pennsylvania
San Antonio Current,San Antonio,Texas,Texas
State Journal-Register The,Springfield,Ill.,Illinois
Grand Blanc News,Grand Blanc,Mich.,Michigan
Grand Blanc View,Grand Blanc,Mich.,Michigan
Rancher,Houston,Texas,Texas
Journal Inquirer,Manchester,Conn.,Connecticut
Grant County Journal,Ephrata,Wash.,Washington
Belleville News-Democrat,Belleville,Ill.,Illinois
Huntington Beach Independent,Huntington Beach,Calif.,California
Monitor,McAllen,Texas,Texas
Summerville Journal-Scene,Summerville,S.C.,South Carolina
Enlightener,Nashville,Tenn.,Tennessee
Pensacola News Journal,Pensacola,Fla.,Florida
Preston Hollow People,Dallas,Texas,Texas
Pasadena Weekly,Pasadena,Calif.,California
Ellis County Chronicle,Red Oak,Texas,Texas
AnnArbor.com,Ann Arbor,Mich.,Michigan
Arlington Sun Gazette,Arlington,Va.,Virginia
Palm Coast Observer,Palm Coast,Fla.,Florida
Marysville Globe,Marysville,Wash.,Washington
Prince William Today,Manassas,Va.,Virginia
Country Today,Eau Claire,Wisc.,Wisconsin
Herald-News,Joliet,Ill.,Illinois
Lehigh Acres Citizen,Lehigh Acres,Fla.,Florida
Lehigh Acres News-Star,Lehigh Acres,Fla.,Florida
Lake Norman Citizen Newspaper,Huntersville,N.C.,North Carolina
Willows Journal,Willows,Calif.,California
Snyder County Times,Selinsgrove,Pa.,Pennsylvania
Bronx Times Reporter,Bronx,N.Y.,New York
Sun-Gazette,Williamsport,Pa.,Pennsylvania
Community News,Saratoga Springs,N.Y.,New York
Waterloo-Cedar Falls Courier,Waterloo,Iowa,Iowa
Monitor,Mabank,Texas,Texas
Bay Area Citizen The,Webster,Texas,Texas
Voices,Southbury,Conn.,Connecticut
Toledo Free Press Star,Toledo,Ohio,Ohio
Tribune-Democrat,Johnstown,Pa.,Pennsylvania
Montclarion,Oakland,Calif.,California
Nuvo,Indianapolis,Ind.,Indiana
Bucks County Courier Times,Levittown,Pa.,Pennsylvania
Folio Weekly,Jacksonville,Fla.,Florida
Herald-Times/ Sunday Hoosiertimes,Bloomington,Ind.,Indiana
Renton Reporter,Renton,Wash.,Washington
Kansas State Globe,Kansas City,Kan.,Kansas
Brooklyn Papers The,Brooklyn,N.Y.,New York
Casper Journal,Casper,Wyo.,Wyoming
Maryland Coast-Dispatch,Ocean City,Md.,Maryland
Review The,Philadelphia,Pa.,Pennsylvania
LA Watts Times,Los Angeles,Calif.,California
Lake Charles American Press,Lake Charles,La.,Louisiana
Herald-Mail,Hagerstown,Md.,Maryland
Burbank-Leader,Glendale,Calif.,California
Bonney Lake /Sumner Courier-Herald,Bonney Lake,Wash.,Washington
Clearwater Beacon,Largo,Fla.,Florida
Missoulian,Missoula,Mont.,Montana
Daily Dispatch,Henderson,N.C.,North Carolina
Bridgeport News,Bridgeport,Ill.,Illinois
Valley News Today,Shenandoah,Iowa,Iowa
Seacoast Sunday,Portsmouth,N.H.,New Hampshire
Weekend Advocate,Greenville,Ohio,Ohio
Ashburn Today,Ashburn,Va.,Virginia
Encinitas Advocate,Encinitas,Calif.,California
Kirkland Reporter,Kirkland,Wash.,Washington
Sioux City Journal,Sioux City,Iowa,Iowa
Valley Chronicle,Hemet,Calif.,California
Statesman Journal,Salem,Ore.,Oregon
Carriage Towne News,Kingston,N.H.,New Hampshire
Capital Journal,Pierre,S.D.,South Dakota
Times,Trenton,N.J.,New Jersey
Duluth News-Tribune,Duluth,Minn.,Minnesota
Times The,Shreveport,La.,Louisiana
Leader,Flower Mound,Texas,Texas
Santa Barbara News-Press,Santa Barbara,Calif.,California
Southeast Advance,Kentwood,Mich.,Michigan
Delray Forum,Delray Beach,Fla.,Florida
Town Crier,Wellington,Fla.,Florida
La Prensa San Diego,Chula Vista,Calif.,California
San Diego Voice & Viewpoint,San Diego,Calif.,California
ArkansasFreePress.net,Little Rock,Ark.,Arkansas
Southeast Missourian,Cape Girardeau,Mo.,Missouri
Sun Reporter,San Francisco,Calif.,California
North Bay Bohemian,Santa Rosa,Calif.,California
Il Pensiero,St Louis,Mo.,Missouri
Olathe News,Kansas City,Mo.,Missouri
Grapevine Newspaper,Vineland,N.J.,New Jersey
Boulder Weekly,Boulder,Colo.,Colorado
Valley News Dispatch,New Kensington,Pa.,Pennsylvania
NJ Today.Net,Rahway,N.J.,New Jersey
Inner-City,New Haven,Conn.,Connecticut
Messenger,Concord,N.H.,New Hampshire
Northern Michigan News,Cadillac,Mich.,Michigan
Flathead Beacon,Kalispell,Mont.,Montana
Springfield News-Leader,Springfield,Mo.,Missouri
Independent-Observer,Scottdale,Pa.,Pennsylvania
Southern Illinoisan/ Sunday Southern,Carbondale,Ill.,Illinois
Yakima Herald-Republic,Yakima,Wash.,Washington
Picayune,Marble Falls,Texas,Texas
Southsider Voice,Indianapolis,Ind.,Indiana
Weekly,Bangor,Maine,Maine
Mesa Independent,Mesa,Ariz.,Arizona
West Side Community News&West Indianapolis,Indianapolis,Ind.,Indiana
Brooklyn Center Sun-Post,Robbinsdale,Minn.,Minnesota
Waupaca County Post,Waupaca,Wisc.,Wisconsin
Advertiser Times,Harper Woods,Mich.,Michigan
Daily Local News,West Chester,Pa.,Pennsylvania
Elmhurst Press,Elmhurst,Ill.,Illinois
Daily News-Record,Harrisonburg,Va.,Virginia
Burke/Fairfax Station Connection,Burke,Va.,Virginia
La Crosse Tribune,La Crosse,Wisc.,Wisconsin
Daily Pilot,Costa Mesa,Calif.,California
Chronicle of Mt. Juliet,Mt. Juliet,Tenn.,Tennessee
Tuscaloosa News The,Tuscaloosa,Ala.,Alabama
Bloomington Sun-Current,Bloomington,Minn.,Minnesota
Largo Leader,Largo,Fla.,Florida
News & Advance,Lynchburg,Va.,Virginia
Gibson City Courier,Gibson City,Ill.,Illinois
Woodford Courier,Eureka,Ill.,Illinois
Woodford County Journal Eureka,Eureka,Ill.,Illinois
Sun Herald,Biloxi,Miss.,Mississippi
Eastern Wake News,Zebulon,N.C.,North Carolina
Corydon Democrat,Corydon,Ind.,Indiana
Savannah Morning News,Savannah,Ga.,Georgia
Bulletin,Bend,Ore.,Oregon
Auburn Reporter,Auburn,Wash.,Washington
Dothan Eagle,Dothan,Ala.,Alabama
Amarillo Globe News,Amarillo,Texas,Texas
Pasadena Star-News,Pasadena,Calif.,California
Observer-Reporter,Washington,Pa.,Pennsylvania
South Fulton Neighbor,Forest Park,Ga.,Georgia
Issaquah Reporter,Issaquah,Wash.,Washington
Covington Reporter,Covington,Wash.,Washington
New Brighton-Mounds View Bulletin,New Brighton,Minn.,Minnesota
Shoreview/Arden Hills Bulletin,Shoreview,Minn.,Minnesota
Bergen News Sun Bulletin,Palisades Park,N.J.,New Jersey
Louisville Eccentric Observer,Louisville,Ky.,Kentucky
Coeur d'Alene Press/ N Idaho Sunday,Coeur d'Alene,Idaho,Idaho
South Dade News Leader,Homestead,Fla.,Florida
West Boca Forum,Boca Raton,Fla.,Florida
Apple Valley News,Apple Valley,Calif.,California
Fort Mill Times,Fort Mill,S.C.,South Carolina
Chattanooga Courier,Chattanooga,Tenn.,Tennessee
Mount Airy News,Mount Airy,N.C.,North Carolina
Prince George's Sentinel,Seabrook,Md.,Maryland
Scrapbook,Sunbury,Pa.,Pennsylvania
Long-Islander The,Huntington,N.Y.,New York
Weirs Times,Weirs Beach,N.H.,New Hampshire
News-Record,Neenah,Wisc.,Wisconsin
Eastside Sun,Los Angeles,Calif.,California
News-Tribune,La Salle,Ill.,Illinois
Lubbock Avalanche-Journal,Lubbock,Texas,Texas
Kernersville News,Kernersville,N.C.,North Carolina
Argus Leader,Sioux Falls,S.D.,South Dakota
Marin Independent Journal,San Rafael,Calif.,California
Frederick News-Post,Frederick,Md.,Maryland
News-Review The,Roseburg,Ore.,Oregon
Tribune,San Luis Obispo,Calif.,California
Saddleback Valley News,Mission Viejo,Calif.,California
Times-Leader The,Wilkes-Barre,Pa.,Pennsylvania
Observer-Dispatch,Utica,N.Y.,New York
Northwest Current,Washington,D.C.,District of Columbia
Delaware County Daily Times,Primos,Pa.,Pennsylvania
Ceres Courier,Ceres,Calif.,California
Rio Rancho Observer,Rio Rancho,N.M.,New Mexico
Santa Cruz County Sentinel,Santa Cruz,Calif.,California
Gainesville Sun The,Gainesville,Fla.,Florida
Victoria Advocate The,Victoria,Texas,Texas
Lewiston Morning Tribune,Lewiston,Idaho,Idaho
Citizen The,Fayetteville,Ga.,Georgia
Houston Defender,Houston,Texas,Texas
Cuyahoga Falls News-Press,Cuyahoga Falls,Ohio,Ohio
Tustin News,Tustin,Calif.,California
North Cobb,Kennesaw,Ga.,Georgia
Southwest Times Record,Fort Smith,Ark.,Arkansas
Altoona Mirror,Altoona,Pa.,Pennsylvania
Daily Journal The,Kankakee,Ill.,Illinois
Mercury,Pottstown,Pa.,Pennsylvania
Carmel Pine Cone The,Carmel,Calif.,California
Orland Park Prairie,Orland Park,Ill.,Illinois
Derrick/News-Herald,Oil City,Pa.,Pennsylvania
Troy Daily News/Miami Valley Sunday News,Troy,Ohio,Ohio
Michigan Chronicle,Detroit,Mich.,Michigan
East County Observer,Sarasota,Fla.,Florida
Worcester Magazine,Worcester,Mass.,Massachusetts
Johnson City Press,Johnson City,Tenn.,Tennessee
Wilmington News Journal,Wilmington,Ohio,Ohio
Forum,Shreveport,La.,Louisiana
Press & Sun-Bulletin,Binghamton,N.Y.,New York
Metro Spirit The,Augusta,Ga.,Georgia
Shawnee Dispatch,Shawnee,Kan.,Kansas
News-Gazette,Lexington,Va.,Virginia
Inside Publications,Chicago,Ill.,Illinois
C-Ville Weekly,Charlottesville,Va.,Virginia
Almanac,Menlo Park,Calif.,California
Burtonsville Gazette,Burtonsville,Md.,Maryland
Sun Post Herald,North Olmsted,Ohio,Ohio
Winona Post,Winona,Minn.,Minnesota
Oakland Press,Pontiac,Mich.,Michigan
Lima News,Lima,Ohio,Ohio
Redmond Reporter,Redmond,Wash.,Washington
Biddeford-Saco-OOB Courier,Biddeford,Maine,Maine
Chronicle-Telegram,Elyria,Ohio,Ohio
Westside Messenger The,Columbus,Ohio,Ohio
Towne Courier,East Lansing,Mich.,Michigan
Warrensburg Daily Star Journal,Warrensburg,Mo.,Missouri
Lebanon Valley Review,Lebanon,Pa.,Pennsylvania
Bristol Herald-Courier,Bristol,Va.,Virginia
Tamarac/North Lauderdale Forum,Tamarac,Fla.,Florida
Forum of Queens,Queens,N.Y.,New York
Paper (Kosciusko Co),Milford,Ind.,Indiana
Pantagraph The,Bloomington,Ill.,Illinois
Genesee County Herald,Mount Morris,Mich.,Michigan
Home News Tribune,East Brunswick,N.J.,New Jersey
Home News The,Secaucus,N.J.,New Jersey
Arkansas Times,Little Rock,Ark.,Arkansas
Que Pasa Mi Gente Charlotte,Charlotte,N.C.,North Carolina
Tribune Chronicle,Warren,Ohio,Ohio
Northport Gazette,Tuscaloosa,Ala.,Alabama
Greenbrier Valley Ranger,Lewisburg,W.Va.,West Virginia
Maryland Beachcomber,Ocean City,Md.,Maryland
New York Amsterdam News,New York,N.Y.,New York
Press-Enterprise,Bloomsburg,Pa.,Pennsylvania
Miami County Advocate,Toledo,Ohio,Ohio
Dorchester Reporter The,Dorchester,Mass.,Massachusetts
Zion-Benton News,Zion,Ill.,Illinois
Northern Watch,Thief River Falls,Minn.,Minnesota
Rock River Times,Rockford,Ill.,Illinois
ThisWeek Hilliard Northwest News,Hilliard,Ohio,Ohio
North Riverside Suburban Life,North Riverside,Ill.,Illinois
Platteville Journal,Platteville,Wisc.,Wisconsin
Palos Verdes Peninsula News,Palos Verdes Estates,Calif.,California
San Diego Uptown News,San Diego,Calif.,California
Sun,Lowell,Mass.,Massachusetts
Tinker Take-Off,Oklahoma City,Okla.,Oklahoma
Kingwood Observer,Kingwood,Texas,Texas
Fullerton News-Tribune,Fullerton,Calif.,California
Surprise Independent,Surprise,Ariz.,Arizona
Mid-Valley Town Crier,Weslaco,Texas,Texas
Capital Gazette,Glen Burnie,Md.,Maryland
Wayzata/Orono/Long Lake Sun-Sailor,Wayzata,Minn.,Minnesota
Topeka Capital-Journal,Topeka,Kan.,Kansas
Post Newspapers,Medina,Ohio,Ohio
Pike County Dispatch,Milford,Pa.,Pennsylvania
Great River Weekend,Monticello,Minn.,Minnesota
Daily News,Bowling Green,Ky.,Kentucky
Patriot Ledger The,Quincy,Mass.,Massachusetts
Oakbrook Terrace Press,Oak Brook,Ill.,Illinois
Columbus Ledger-Enquirer,Columbus,Ga.,Georgia
Northwest Herald,Crystal Lake,Ill.,Illinois
Montgomery Advertiser,Montgomery,Ala.,Alabama
Southside Times The,Beech Grove,Ind.,Indiana
Herald-Dispatch,Huntington,W.Va.,West Virginia
Plattsmouth Journal,Plattsmouth,Neb.,Nebraska
ThisWeek Upper Arlington News,Columbus,Ohio,Ohio
Southwest Messenger The,Columbus,Ohio,Ohio
Shelby-Utica News,Shelby,Mich.,Michigan
Bothell-Kenmore Reporter,Bothell,Wash.,Washington
People's Defender,West Union,Ohio,Ohio
Arkansas Weekly,Batesville,Ark.,Arkansas
Journal Times,Racine,Wisc.,Wisconsin
Memphis News,Memphis,Tenn.,Tennessee
Intelligencer,Doylestown,Pa.,Pennsylvania
Stafford County Sun,Stafford,Va.,Virginia
The Advocate and Democrat,Sweetwater,Tenn.,Tennessee
Yucaipa/Calimesa News-Mirror,Yucaipa,Calif.,California
Community Advocate,Westborough,Mass.,Massachusetts
Decorah Journal,Decorah,Iowa,Iowa
South Missourian News,Thayer,Mo.,Missouri
Mountain Press,Sevierville,Tenn.,Tennessee
North Coast Journal,Eureka,Calif.,California
Northwest Florida Daily News,Fort Walton Beach,Fla.,Florida
Hutchinson News,Hutchinson,Kan.,Kansas
Northeast Advance,Northfield,Mich.,Michigan
Solares Hill,Key West,Fla.,Florida
Margate/Coconut Creek Forum,Margate,Fla.,Florida
Leroy Farmer City Press,Mahomet,Ill.,Illinois
US,Easton,Pa.,Pennsylvania
Las Cruces Sun-News,Las Cruces,N.M.,New Mexico
Crystal/Robbinsdale/New Hope/Golden Valley Su,Crystal,Minn.,Minnesota
Plains Reporter,Williston,N.D.,North Dakota
Salina Journal,Salina,Kan.,Kansas
Daily Progress,Charlottesville,Va.,Virginia
Idaho Press-Tribune,Nampa,Idaho,Idaho
Beaver County Times,Beaver,Pa.,Pennsylvania
Salisbury Independent,Salisbury,Md.,Maryland
Action Advertiser/Action Sunday,Fond du Lac,Wisc.,Wisconsin
Mesquite News,Mesquite,Texas,Texas
St Cloud Times,St Cloud,Minn.,Minnesota
Herald-Sun,Durham,N.C.,North Carolina
Douglas Neighbor,Douglasville,Ga.,Georgia
Scotts Valley Banner,Scotts Valley,Calif.,California
Rural-Urban Record,Columbia Station,Ohio,Ohio
Clinton Daily Democrat,Clinton,Mo.,Missouri
North Iowa Times,McGregor,Iowa,Iowa
Township View,Saginaw,Mich.,Michigan
San Francisco Bay View,San Francisco,Calif.,California
Southeast Messenger The,Columbus,Ohio,Ohio
Okeechobee News,Okeechobee,Fla.,Florida
Advertiser-News,Monroe,N.Y.,New York
Messenger-Inquirer,Owensboro,Ky.,Kentucky
Turlock Journal,Turlock,Calif.,California
Fairfield Minuteman,Fairfield,Conn.,Connecticut
Alameda Journal,Alameda,Calif.,California
Clermont Sun,Batavia,Ohio,Ohio
Maryville Daily Forum,Maryville,Mo.,Missouri
Record The,Stockton,Calif.,California
Coast News,Encinitas,Calif.,California
Free Press,Mankato,Minn.,Minnesota
Orange County News,Beaumont,Texas,Texas
Pearland Journal,Pearland,Texas,Texas
Hyde Park Citizen,Chicago,Ill.,Illinois
North Countryman,Altona,N.Y.,New York
Citizen Tribune,Morristown,Tenn.,Tennessee
Tallahassee Advertiser,Tallahassee,Fla.,Florida
Gilroy Dispatch,Gilroy,Calif.,California
Perry County Tribune,New Lexington,Ohio,Ohio
Elk River Star News,Elk River,Minn.,Minnesota
South Suburban Standard,Chicago,Ill.,Illinois
South Suburban Citizen,Chicago,Ill.,Illinois
Los Angeles Wave - Culver City Star,Los Angeles,Calif.,California
Steamboat Pilot & Today,Steamboat Springs,Colo.,Colorado
Grand Forks Herald,Grand Forks,N.D.,North Dakota
Paulding Neighbor,Dallas,Ga.,Georgia
Daily Sentinel,Grand Junction,Colo.,Colorado
Day,New London,Conn.,Connecticut
Bradenton Herald,Bradenton,Fla.,Florida
News Democrat,Georgetown,Ohio,Ohio
Telegraph Herald,Dubuque,Iowa,Iowa
Muskegon Chronicle The,Muskegon,Mich.,Michigan
ThisWeek Dublin Villager,Dublin,Ohio,Ohio
Hackensack Chronicle,Hackensack,N.J.,New Jersey
Tri-County Record,Morgantown,Pa.,Pennsylvania
Kokomo Tribune,Kokomo,Ind.,Indiana
Bayonne Community News,Bayonne,N.J.,New Jersey
Desert Sun,Palm Springs,Calif.,California
LaJolla Village News,San Diego,Calif.,California
Budget,Sugarcreek,Ohio,Ohio
Standard Speaker,Hazleton,Pa.,Pennsylvania
Woodward Talk,Ferndale,Mich.,Michigan
South Florida Times,Fort Lauderdale,Fla.,Florida
Deerfield Forum,Deerfield Beach,Fla.,Florida
West Orange Times The,Winter Garden,Fla.,Florida
Shelby County Reporter,Columbiana,Ala.,Alabama
Birmingham Weekly,Birmingham,Ala.,Alabama
Gainesville Times,Gainesville,Ga.,Georgia
Hesperia Star,Hesperia,Calif.,California
Hesperia Resorter,Hesperia,Calif.,California
County Compass,Bayboro,N.C.,North Carolina
Bulletin-Times,Bolivar,Tenn.,Tennessee
City Sentinel,Oklahoma City,Okla.,Oklahoma
Times-News,Burlington,N.C.,North Carolina
Philadelphia Sunday Sun,Philadelphia,Pa.,Pennsylvania
Broomfield Enterprise,Broomfield,Colo.,Colorado
Brick Times The,Brick Township,N.J.,New Jersey
